commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,tcmt,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr
492bbdefd3655f55427761c324e90934157833fb,1304493093,1,0,77,87,18,3,1,0.803995497,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9798615b43746b26619b7abdad3abf89f6fb2fb,1304498080,1,0,4,4,2,1,1,0.811278124,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f838dcc050217507fd060d4c5dd093eb22ac95af,1304505519,0,0,31,29,7,4,2,0.798231108,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a590e77fd8721acc0c844f86db86d5c9445fa9a6,1304510577,0,0,66,2,3,3,2,0.931743999,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc0f9f02a5c390f4a7919db4c32d22cebaf71d1c,1304511580,1,0,25,7,3,2,1,0.726271789,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c16bb8a12dfd07675f61826b1e3fdaf39cca3db,1304512962,1,0,179,178,6,2,1,0.390509998,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419ef5f1264ea4c2fbc4f1a656d5e2cf3d9beb83,1304599771,1,0,267,273,6,2,1,0.848455121,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015434360832572fcd9508f03ff8de0009b88777,1304605738,1,0,8,0,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80a230e221402e77c1ece2f1d37e4fe5755d26db,1304670320,1,0,3,1,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9fe4482de138fcac465b31673644925448b0cedf,1304738391,1,0,2,2,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3d078aa4ba2aeebb0998e75cd9d5b980db7fbfe,1304790507,1,0,298,367,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec4d346f95de4933b660d5ce005751abdced4c7d,1304930129,1,0,84,12,5,3,2,0.894849883,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d7d6d70e5e6bd1b6f38c4cf597305d5f3f6af31,1305049970,1,0,54,49,18,5,1,0.768784924,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47b36ae639ba61969b0190bc812c9508393c5ed5,1305117601,1,0,2,1,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be2b27824a4d99aba34bd948611d90f94fb43d17,1305224673,1,0,52,35,7,4,1,0.840064838,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93fde87898ac9680cd2c872ecf71b32adba50216,1305275974,0,0,11,1,2,1,1,0.650022422,TRUE,1,248271,4,0,TRUE,0,0,0,1,8,8,8,6,6,6,7,7,7,0.285714286,0.285714286,0.285714286
850b602c7a72635eb37a998089ee085d5d505c34,1305280301,1,0,98,12,8,3,1,0.657777645,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dddfcd66f8b0a9aaff97d9cccf94564191800869,1305544825,0,0,35,5,3,3,2,0.679068196,TRUE,1,4054,4,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0.027777778,0.027777778,0.027777778
25f70314e0e2aa5cb913aba108d2e9c16117004a,1305556790,1,0,124,16,9,4,2,0.737877352,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864815ef2efbc3b5dca2a645c1b63f9bb67285d0,1305713357,1,0,57,15,10,4,2,0.896559128,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5fcd60f2560e8caf495ce67028a8da8bef27acad,1305713793,1,1,1,1,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4c1c2f939e1cd6e08197284edb84b202cd6749e,1305724240,1,0,47,6,4,2,1,0.803753033,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd4b997c58143c63a45e6ff22f18d9cf07f29923,1305727733,0,0,6,6,1,1,1,0,TRUE,1,7058,4,3,FALSE,0,0,0,1,2,2,2,2,2,2,1,1,1,0.166666667,0.166666667,0.166666667
d690b141064541d6fcc2a9608308f39435a89213,1305790039,1,0,34,15,4,1,1,0.683955411,TRUE,1,426536,7,3,FALSE,0,0,0,2,1,1,1,1,1,1,1,1,1,0.055555556,0.055555556,0.055555556
ea7277690d9f4a7c4e10f3d3b7a2bef46d6878c2,1305795094,1,0,75,39,6,3,1,0.613113871,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad0ecae41cb66bdcaad15a4059cb3c27f6f6bbeb,1305839987,1,0,13,7,1,1,1,0,TRUE,1,425994,7,3,FALSE,1,285157,1,2,4,4,4,4,4,4,3,3,3,0.1,0.1,0.1
37f20ea8e64afa2d29d9fb56ac34ff405367a2b8,1305880014,1,0,15,2,2,2,2,0.787126586,TRUE,1,5288,3,0,TRUE,2,86225,2,1,2,2,2,2,2,2,2,2,2,0.058823529,0.058823529,0.058823529
80d094f07272663d759ec4bd8e8a8c233753dd46,1305880692,1,0,38,2,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94c173de057bcf57a5105810d8ee34d2093fe805,1305893793,1,0,99,4,2,2,2,0.893956396,TRUE,3,5635824,11,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017857143,0.017857143,0.017857143
d671acd5b296b83440db9836a92189c501c87ff3,1305913538,1,0,630,89,9,5,1,0.444956365,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121cc4d955fe4aa3b0f9de0d61bf1ff9f6e944ab,1305993772,1,0,92,36,5,2,1,0.519964652,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fd7bfc618430bbd5e9d4118d264179c22abf3f4a,1306006306,0,0,20,1,3,1,1,0.735527845,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcffd9c25ffb275a7ea9c594d9b4c7515db5eac3,1306151558,1,0,9,0,8,4,1,0.982567593,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a3dce19957535d9b9b7311a487469ed7566ac25,1306162146,1,0,121,106,44,42,1,0.922742383,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbb2da4a1b49f37e3b009ea81ffcd0cc03e07ef4,1306366529,1,0,602,7,6,1,1,0.374505985,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09796553a5c3253d8507600f31d24589b52aa080,1306504160,1,0,8,17,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af13869fef8db737ec9e0ed4f1e95c7fd8fd4eab,1306747126,1,0,287,54,18,5,1,0.841212198,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15871d606a0a85cfcd2b68b95c0891165f61e402,1306747902,0,0,8,8,3,2,1,0.819448372,TRUE,2,5699,6,0,TRUE,0,0,0,1,6,6,6,6,6,6,4,4,4,0.076923077,0.076923077,0.076923077
83747a8237e8d91df4fe84569506ea0f0f8920ab,1306837780,0,0,2,0,1,1,1,0,TRUE,1,425994,7,3,FALSE,0,0,0,2,6,6,6,6,6,6,1,1,1,0.071428571,0.071428571,0.071428571
bc75a8963ec96fb4131192bf81e60464e6533931,1306841922,1,0,2,0,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38745b341c5c4d49fdb0e87f79f2714f105f63fe,1306867527,0,0,211,104,10,3,1,0.638696182,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43c0e08ba2e3487840b4063b2099bc17cdd4dce2,1306919215,1,1,51,38,9,4,1,0.556080839,TRUE,2,171836,6,1,FALSE,3,27915,5,2,6,9,9,6,9,9,6,9,9,0.1,0.142857143,0.142857143
7c3e1e0ccde93a63e0a0172252c31a4bc445e65d,1306935178,1,0,1,1,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9224af92c128f7cc66bef11849db046f10dc81f,1306935218,1,0,147,34,10,2,1,0.801253448,TRUE,2,691242,11,4,FALSE,3,926834.2,6,3,4,11,11,4,11,11,4,11,11,0.069444444,0.166666667,0.166666667
30b7c6512cde501e0e5da6e2a6dd2d8113092269,1307049647,0,0,1247,24,9,1,1,0.210075415,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac4276531cc755ce7c4522d0ea900d47a752c309,1307087877,1,0,4,2,2,1,1,0.918295834,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d9fcaccb1e6e056336b9ad1f7f89afac4699aee,1307088421,1,0,1,1,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1f456b4cbb93e3fea699878d117900b703146213,1307093423,1,0,128,7,10,3,1,0.792019748,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7e4116cc8a54e9e46c7bb4c96a54fb96ab38f3d5,1307104509,1,0,8,2,2,2,1,0.970950594,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea0e38c0ddb687f7873e0937e1b7130f1588c3d6,1307110134,1,0,2,2,1,1,1,0,TRUE,1,72540,4,0,TRUE,0,0,0,1,10,10,10,10,10,10,3,3,3,0.121212121,0.121212121,0.121212121
883b120d2f39c532cdd1a98d962af83be5adc4bd,1307116509,1,0,20,6,2,2,2,0.930586129,TRUE,2,1455248,12,2,FALSE,0,0,0,2,0,1,1,0,1,1,0,1,1,0.00952381,0.019047619,0.019047619
78264f333eb7c262380714ed6517562266f11a03,1307347326,0,0,25,1,4,2,1,0.844378272,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff53b1dcec761861f76c7528aafd42c9ce843d56,1307435603,1,0,149,12,8,1,1,0.784228151,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928e633a5712dd172d18f87214955692bdcf182,1307446512,1,0,8,68,4,1,1,0.525059584,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779e1aaa352ff7a11b4ea51e3247477e1dfa16b4,1307451895,1,0,16,0,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85136496bc8517951dcc3e670d1a46d340819f0d,1307453918,1,0,220,60,11,6,2,0.809893967,TRUE,3,1123354,12,6,FALSE,2,283696.6364,2,2,5,8,9,5,8,9,5,8,9,0.052631579,0.078947368,0.087719298
52e5fd336bcbe91f1d964015ecf59254c97d92d1,1307456975,1,0,145,159,8,1,1,0.668063666,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b97215b04c0bf12ecfd51ccdeaedd1fab5e8bc03,1307531541,1,0,51,1,3,1,1,0.563417341,TRUE,4,85710,18,3,FALSE,1,579250.6667,1,2,3,8,8,3,8,8,3,8,8,0.038834951,0.087378641,0.087378641
813139f4f5bd78ed16577a3ae214b2cb91ef5170,1307563239,1,0,101,59,3,1,1,0.455163037,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc25fb72782b3498747d39124847243898bebb21,1307607686,0,0,1,1,1,1,1,0,TRUE,1,4820,4,2,FALSE,1,1713893,1,1,0,1,1,0,1,1,0,1,1,0.00952381,0.019047619,0.019047619
6ee65dc4785b9f38cfd7405a5535c88feb3a0ea1,1307627815,1,0,31,30,26,12,2,0.824884796,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db37aa1004f1e2489b94f1d9cc21630b62e03552,1307687154,0,0,4,9,4,1,1,0.927142936,TRUE,1,4401,3,2,FALSE,2,155613,3,1,0,4,4,0,4,4,0,4,4,0.009259259,0.046296296,0.046296296
fc74b4e56430ac6aa6c26a10eaa552df3aa34380,1307697049,0,0,45,10,2,2,2,0.869892686,TRUE,1,4423,4,0,TRUE,0,0,0,1,2,2,2,2,2,2,2,2,2,0.023255814,0.023255814,0.023255814
e6b744fb4be6e975f0336a86bd1a0cd5c60cd85e,1307699296,1,0,1,19,1,1,1,0,TRUE,1,170328,3,2,FALSE,0,0,0,1,23,12,35,21,12,33,21,10,31,0.192982456,0.096491228,0.280701754
451f3b3785ea5d08f5092978b6ebe17f25ef7a88,1308408833,1,0,154,13,7,2,2,0.57350315,TRUE,2,12863,8,0,TRUE,1,10072.28571,1,1,5,5,5,5,5,5,5,5,5,0.042253521,0.042253521,0.042253521
7a64f12cfe03b673ebb3c5e9e0396c6a504620d8,1308430230,1,0,40,18,4,1,1,0.612317692,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f562b90518137997f6e06765ebc550394a0bf114,1308556915,1,1,1,1,1,1,1,0,TRUE,1,5025,4,0,TRUE,2,148943,2,1,9,9,9,9,9,9,9,9,9,0.08,0.08,0.08
176f30b13739b352cbe453cba7796d9a9c808bcd,1308656366,1,0,380,451,60,15,3,0.868756586,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4efaf305f51d09e214645a18a7bfa62bc36e2c61,1308656457,1,0,126,61,31,15,2,0.754362636,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e9d36991233278d68257f5d9632ceace6d7b243d,1308729628,0,0,35,9,3,1,1,0.889967122,TRUE,1,5502,3,2,FALSE,3,1284570.667,3,1,4,8,12,4,8,12,4,8,12,0.036231884,0.065217391,0.094202899
80eb461360eb39657ac21ce8070c02f071884e9a,1308729674,1,0,561,2,12,3,1,0.746605556,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
def5901955e8b4cfcb9e2cd83c7dcf9ed0508a0a,1308742407,1,0,16,0,5,3,2,0.841033594,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58d10c0bd7cff2009edf6183c660b2e149eb9a82,1308812734,0,0,29,35,5,3,1,0.869454733,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9988b12cc5d823319281cb54b2974d156abcc342,1308817906,1,0,7,3,5,2,1,0.967488765,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454a4ebb6701800384f638cd23813248c5e54b70,1308818655,0,0,5,28,2,1,1,0.967294779,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f9035587b98ac5dc9491e642b8ec84470ec03f0e,1308831110,1,0,110,108,3,1,1,0.938411862,TRUE,1,1555515,8,5,FALSE,0,0,0,1,4,13,17,4,13,17,4,11,15,0.035211268,0.084507042,0.112676056
1b7b3377971832f56414c65063c7307202e09d7c,1309184930,1,0,1425,26,17,4,2,0.578829793,TRUE,1,270834,7,0,TRUE,2,107031.8235,3,1,16,16,16,16,16,16,16,16,16,0.092896175,0.092896175,0.092896175
563ec6c690e29d5efb24d0b63ac6c2e80a673db1,1309191166,1,0,12,0,3,1,1,1,TRUE,1,4948,3,0,TRUE,1,604409,4,1,15,15,15,15,15,15,9,9,9,0.062893082,0.062893082,0.062893082
90fd142c93ad5de5c642ae023222bd3a7b573aec,1309264630,1,0,5,2,1,1,1,0,TRUE,1,184234,12,0,TRUE,1,1899241,1,1,17,17,17,17,17,17,17,17,17,0.106508876,0.106508876,0.106508876
640c5d8a992f4ac6f9068aea9ec51a99a40dfc16,1309342506,0,0,2,2,1,1,1,0,TRUE,2,176884,5,2,FALSE,6,76014,6,1,4,0,4,4,0,4,1,0,1,0.010928962,0.005464481,0.010928962
85869920bb9a4ee45cf4a89e74b1bd3d4ce67eaa,1309522186,1,0,2,138,12,5,3,0.829939881,TRUE,1,265799,9,3,FALSE,3,345785.9167,4,3,8,18,18,8,18,18,8,18,18,0.037190083,0.078512397,0.078512397
ceceb3796fbfdcd944fc7da7c8b2198fca69cb44,1309526121,0,0,44,0,1,1,1,0,TRUE,4,425523,13,3,FALSE,0,0,0,2,9,14,14,9,14,14,6,7,7,0.107692308,0.123076923,0.123076923
712cfb509484599f1586f68cc379e3e7464e9967,1309722807,0,0,27,27,17,1,1,0.77552387,TRUE,8,712587,22,6,FALSE,0,0,0,2,1,26,27,1,26,27,1,24,25,0.009569378,0.119617225,0.124401914
a85edb3781fc6b24da339c0d9c253c7fa41e6156,1309787308,1,0,1,1,1,1,1,0,TRUE,1,6710,4,3,FALSE,1,594147,1,1,10,11,18,10,11,18,6,6,11,0.030434783,0.030434783,0.052173913
8226443b16f91aba62125c8f1e1f114cb9c1739b,1309835469,0,0,5,3,1,1,1,0,TRUE,1,5547,3,1,FALSE,1,4559495,1,2,17,22,22,17,22,22,10,13,13,0.046808511,0.059574468,0.059574468
eaedcefbf8dbdc77dec07922777cb7dc68740888,1309863789,1,0,2368,0,6,1,1,0.268478161,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d7647e286e07690de15a6ff9189307ee1a3517c,1309863937,1,0,1549,1,3,1,1,0.455121882,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028a860ac58bc6b956e523e04f9dfdda032cad81,1309903575,1,0,31,21,2,1,1,0.137099479,TRUE,2,1818172,14,2,FALSE,1,2961032,2,2,33,34,34,33,34,34,31,32,32,0.126984127,0.130952381,0.130952381
3422bc3b186a32ae985d3130090b71305380bbd6,1309936845,0,0,1,1,1,1,1,0,TRUE,1,15989,6,4,FALSE,3,34466,9,1,35,24,54,35,24,54,33,22,50,0.133333333,0.090196078,0.2
11e27a210ab7d4093ac71f1c58d6e96445841b67,1309948493,0,0,8,0,2,2,1,0,TRUE,3,3502,6,1,FALSE,0,0,0,2,0,4,4,0,4,4,0,4,4,0.003831418,0.019157088,0.019157088
2b5dcfcee118265ef7930cc7c5c16bff22d580fd,1309961339,1,0,67,174,6,1,1,0.510643051,TRUE,5,1072841,23,11,FALSE,2,294488,2,3,14,34,34,14,34,34,9,22,22,0.038022814,0.087452471,0.087452471
f9f04ea63d2489bd2ecb91c5a6bee4c4a869ac20,1310022439,1,0,75,20,7,4,1,0.865970222,TRUE,3,17593,7,2,FALSE,0,0,0,2,1,5,5,1,5,5,1,5,5,0.007407407,0.022222222,0.022222222
a21f99292567418c620ccf2ffbb13946cac03b8d,1310061215,0,0,15,0,1,1,1,0,TRUE,1,10351,4,0,TRUE,2,286349,2,1,39,39,39,39,39,39,37,37,37,0.133333333,0.133333333,0.133333333
3ee33285edb7b1f5e23a5e0ff49fa0a3d236793e,1310121334,1,0,4,1,2,1,1,0.721928095,TRUE,1,2019,2,0,TRUE,0,0,0,1,6,6,6,6,6,6,6,6,6,0.024137931,0.024137931,0.024137931
14b56b2be40fc6290e096116edad979982eb83dd,1310393713,0,0,19,19,2,1,1,0.485460761,TRUE,1,5253,3,0,TRUE,1,903710.5,5,1,22,22,22,22,22,22,16,16,16,0.054140127,0.054140127,0.054140127
eab215070efb43867dd53279759b4f2c9b348567,1310393715,0,0,11,9,2,1,1,0.286396957,TRUE,1,5253,3,0,TRUE,1,1.5,7,1,24,24,24,24,24,24,18,18,18,0.060126582,0.060126582,0.060126582
